NIM;KDMK_JUR;KDMK_PUS;NILAI;BOBOT;NM_MKULIAH;SKS;PRESTASI;SMT
17.E1.0081;PBK304A;40144941;A;4;METODE PENGUMPULAN DATA KUANTITATIF;3;12;
17.E1.0081;PBK304B;40144942;A;4;METODE PENGUMPULAN DATA KUALITATIF;3;12;
17.E1.0081;PBK401A;40144943;A;4;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;12;
17.E1.0081;PBK401B;40144944;AB;3,5;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;10,5;
17.E1.0081;PBK402A;40144945;A;4;PSIKOLOGI ORANG SAKIT;2;8;
17.E1.0081;PBK402B;40144946;A;4;PENDAMPINGAN ORANG SAKIT;3;12;
17.E1.0081;PBK403A;40144947;B;3;METODOLOGI PENELITIAN KUANTITATIF;4;12;
17.E1.0081;PBK403B;40144948;AB;3,5;STATISTIKA;4;14;
17.E1.0081;PBK404;40134504;B;3;METODOLOGI PENELITIAN KUALITATIF;2;6;
17.E1.0081;PBK501A;40144949;A;4;PSIKOLOGI ABNORMAL;3;12;
17.E1.0081;PBK501B;40144950;A;4;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;20;
17.E1.0081;PBK502A;40144951;A;4;PSIKOLOGI KELOMPOK;2;8;
17.E1.0081;PBK502B;40144952;A;4;DINAMIKA KELOMPOK;4;16;
17.E1.0081;PBK503A;40144953;A;4;TEORI RANCANGAN PELATIHAN;2;8;
17.E1.0081;PBK503B;40144954;A;4;PRAKTEK RANCANGAN PELATIHAN;4;16;
17.E1.0081;PBK601A;40144955;AB;3,5;TEORI KEPRIBADIAN;3;10,5;
17.E1.0081;PBK601B;40144956;AB;3,5;TEKNIK PENGEMBANGAN PRIBADI;4;14;
17.E1.0081;PBK602A;40144957;A;4;SEKSUALITAS MANUSIA;3;12;
17.E1.0081;PBK602B;40144958;AB;3,5;PSIKOLOGI KESEHATAN REPRODUKSI;2;7;
17.E1.0081;PBK603A;40144959;A;4;PSIKOLOGI PERDAMAIAN;2;8;
17.E1.0081;PBK603B;40144960;A;4;INTERVENSI TRAUMA;3;12;
17.E1.0081;PBK603C;40144961;A;4;TRANSFORMASI KONFLIK;3;12;
17.E1.0081;PBK701A;40144962;AB;3,5;TEORI PEMBERDAYAAN MASYARAKAT;2;7;
17.E1.0081;PBK701B;40144963;A;4;PEMBERDAYAAN MASYARAKAT;3;12;
17.E1.0081;PBK702A;40144964;A;4;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;12;
17.E1.0081;PBK702B;40144965;A;4;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;8;
17.E1.0081;PBK702C;40144966;AB;3,5;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;10,5;
17.E1.0081;PBK703;40124408;AB;3,5;SKRIPSI;5;17,5;
17.E1.0081;PBK708;40185268;B;3;PSIKOLOGI KESEHATAN KERJA;2;6;
17.E1.0081;PBK709;40185269;A;4;PSIKOLOGI KESEHATAN KELUARGA;2;8;
17.E1.0081;UKS101;40032231;A;4;RELIGIOSITAS;2;8;
17.E1.0081;UKS102;40990172;AB;3,5;PANCASILA;2;7;
17.E1.0081;UKS103;40990154;A;4;KEWARGANEGARAAN;2;8;
17.E1.0081;UKS410;40990183;A;4;KULIAH KERJA NYATA;2;8;
17.E1.0231;PBK101;40124380;BC;2,5;ENGLISH FOR PSYCHOLOGY 1;2;5;
17.E1.0231;PBK102;40124381;A;4;PSIKOLOGI DASAR;4;16;
17.E1.0231;PBK103;40124382;BC;2,5;PSIKOLOGI KESEHATAN;2;5;
17.E1.0231;PBK104A;40144934;BC;2,5;PSIKOLOGI SOSIAL;3;7,5;
17.E1.0231;PBK105;40124384;B;3;PERKEMBANGAN MANUSIA;3;9;
17.E1.0231;PBK106;40124385;A;4;BIOPSIKOLOGI;2;8;
17.E1.0231;PBK107;40124386;BC;2,5;PSIKOLOGI KLINIS DASAR;2;5;
17.E1.0231;PBK201;40124387;A;4;ENGLISH FOR PSYCHOLOGY 2;2;8;
17.E1.0231;PBK202A;40144935;C;2;TES PSIKOLOGI 1;3;6;
17.E1.0231;PBK202B;40144936;A;4;TES PSIKOLOGI 2;3;12;
17.E1.0231;PBK203A;40144937;B;3;PSIKOLOGI PENDIDIKAN;3;9;
17.E1.0231;PBK203B;40144938;B;3;PSIKOLOGI BELAJAR;2;6;
17.E1.0231;PBK204;40124390;C;2;PENULISAN ILMIAH;2;4;
17.E1.0231;PBK205;40124391;C;2;ETIKA PSIKOLOGI;2;4;
17.E1.0231;PBK206A;40155147;AB;3,5;ASESMEN;2;7;
17.E1.0231;PBK301;40124393;A;4;EVALUASI PEMBELAJARAN;4;16;
17.E1.0231;PBK302;40124394;B;3;DASAR KONSELING;4;12;
17.E1.0231;PBK303A;40144939;AB;3,5;TEORI MODIFIKASI PERILAKU;3;10,5;
17.E1.0231;PBK303B;40144940;C;2;MODIFIKASI PERILAKU TERAPAN;3;6;
17.E1.0231;PBK304A;40144941;C;2;METODE PENGUMPULAN DATA KUANTITATIF;3;6;
17.E1.0231;PBK304B;40144942;AB;3,5;METODE PENGUMPULAN DATA KUALITATIF;3;10,5;
17.E1.0231;PBK401A;40144943;BC;2,5;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;7,5;
17.E1.0231;PBK401B;40144944;AB;3,5;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;10,5;
17.E1.0231;PBK402A;40144945;B;3;PSIKOLOGI ORANG SAKIT;2;6;
17.E1.0231;PBK402B;40144946;B;3;PENDAMPINGAN ORANG SAKIT;3;9;
17.E1.0231;PBK403A;40144947;BC;2,5;METODOLOGI PENELITIAN KUANTITATIF;4;10;
17.E1.0231;PBK403B;40144948;A;4;STATISTIKA;4;16;
17.E1.0231;PBK404;40134504;B;3;METODOLOGI PENELITIAN KUALITATIF;2;6;
17.E1.0231;PBK501A;40144949;B;3;PSIKOLOGI ABNORMAL;3;9;
17.E1.0231;PBK501B;40144950;B;3;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;15;
17.E1.0231;PBK502A;40144951;B;3;PSIKOLOGI KELOMPOK;2;6;
17.E1.0231;PBK502B;40144952;A;4;DINAMIKA KELOMPOK;4;16;
17.E1.0231;PBK503A;40144953;AB;3,5;TEORI RANCANGAN PELATIHAN;2;7;
17.E1.0231;PBK503B;40144954;B;3;PRAKTEK RANCANGAN PELATIHAN;4;12;
17.E1.0231;PBK601A;40144955;B;3;TEORI KEPRIBADIAN;3;9;
17.E1.0231;PBK601B;40144956;B;3;TEKNIK PENGEMBANGAN PRIBADI;4;12;
17.E1.0231;PBK602A;40144957;AB;3,5;SEKSUALITAS MANUSIA;3;10,5;
17.E1.0231;PBK602B;40144958;BC;2,5;PSIKOLOGI KESEHATAN REPRODUKSI;2;5;
17.E1.0231;PBK603A;40144959;CD;1,5;PSIKOLOGI PERDAMAIAN;2;3;
17.E1.0231;PBK603B;40144960;B;3;INTERVENSI TRAUMA;3;9;
17.E1.0231;PBK603C;40144961;B;3;TRANSFORMASI KONFLIK;3;9;
17.E1.0231;PBK701A;40144962;A;4;TEORI PEMBERDAYAAN MASYARAKAT;2;8;
17.E1.0231;PBK701B;40144963;BC;2,5;PEMBERDAYAAN MASYARAKAT;3;7,5;
17.E1.0231;PBK702A;40144964;AB;3,5;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;10,5;
17.E1.0231;PBK702B;40144965;B;3;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;6;
17.E1.0231;PBK702C;40144966;A;4;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;12;
17.E1.0231;PBK703;40124408;A;4;SKRIPSI;5;20;
17.E1.0231;PBK708;40185268;AB;3,5;PSIKOLOGI KESEHATAN KERJA;2;7;
17.E1.0231;PBK709;40185269;AB;3,5;PSIKOLOGI KESEHATAN KELUARGA;2;7;
17.E1.0231;UKS101;40032231;B;3;RELIGIOSITAS;2;6;
17.E1.0231;UKS102;40990172;AB;3,5;PANCASILA;2;7;
17.E1.0231;UKS103;40990154;A;4;KEWARGANEGARAAN;2;8;
17.E1.0231;UKS410;40990183;A;4;KULIAH KERJA NYATA;2;8;
17.E1.0040;PBK101;40124380;BC;2,5;ENGLISH FOR PSYCHOLOGY 1;2;5;
17.E1.0040;PBK102;40124381;A;4;PSIKOLOGI DASAR;4;16;
17.E1.0040;PBK103;40124382;A;4;PSIKOLOGI KESEHATAN;2;8;
17.E1.0040;PBK104A;40144934;A;4;PSIKOLOGI SOSIAL;3;12;
17.E1.0040;PBK105;40124384;A;4;PERKEMBANGAN MANUSIA;3;12;
17.E1.0040;PBK106;40124385;A;4;BIOPSIKOLOGI;2;8;
17.E1.0040;PBK107;40124386;AB;3,5;PSIKOLOGI KLINIS DASAR;2;7;
17.E1.0040;PBK201;40124387;A;4;ENGLISH FOR PSYCHOLOGY 2;2;8;
17.E1.0040;PBK202A;40144935;A;4;TES PSIKOLOGI 1;3;12;
17.E1.0040;PBK202B;40144936;BC;2,5;TES PSIKOLOGI 2;3;7,5;
17.E1.0040;PBK203A;40144937;A;4;PSIKOLOGI PENDIDIKAN;3;12;
17.E1.0040;PBK203B;40144938;A;4;PSIKOLOGI BELAJAR;2;8;
17.E1.0040;PBK204;40124390;AB;3,5;PENULISAN ILMIAH;2;7;
17.E1.0040;PBK205;40124391;A;4;ETIKA PSIKOLOGI;2;8;
17.E1.0040;PBK206A;40155147;A;4;ASESMEN;2;8;
17.E1.0040;PBK301;40124393;AB;3,5;EVALUASI PEMBELAJARAN;4;14;
17.E1.0040;PBK302;40124394;AB;3,5;DASAR KONSELING;4;14;
17.E1.0040;PBK303A;40144939;A;4;TEORI MODIFIKASI PERILAKU;3;12;
17.E1.0040;PBK303B;40144940;B;3;MODIFIKASI PERILAKU TERAPAN;3;9;
17.E1.0040;PBK304A;40144941;A;4;METODE PENGUMPULAN DATA KUANTITATIF;3;12;
17.E1.0040;PBK304B;40144942;AB;3,5;METODE PENGUMPULAN DATA KUALITATIF;3;10,5;
17.E1.0040;PBK401A;40144943;AB;3,5;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;10,5;
17.E1.0040;PBK401B;40144944;A;4;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;12;
17.E1.0040;PBK402A;40144945;A;4;PSIKOLOGI ORANG SAKIT;2;8;
17.E1.0040;PBK402B;40144946;B;3;PENDAMPINGAN ORANG SAKIT;3;9;
17.E1.0040;PBK403A;40144947;AB;3,5;METODOLOGI PENELITIAN KUANTITATIF;4;14;
17.E1.0040;PBK403B;40144948;A;4;STATISTIKA;4;16;
17.E1.0040;PBK404;40134504;CD;1,5;METODOLOGI PENELITIAN KUALITATIF;2;3;
17.E1.0040;PBK501A;40144949;A;4;PSIKOLOGI ABNORMAL;3;12;
17.E1.0040;PBK501B;40144950;B;3;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;15;
17.E1.0040;PBK502A;40144951;A;4;PSIKOLOGI KELOMPOK;2;8;
17.E1.0040;PBK502B;40144952;A;4;DINAMIKA KELOMPOK;4;16;
17.E1.0040;PBK503A;40144953;A;4;TEORI RANCANGAN PELATIHAN;2;8;
17.E1.0040;PBK503B;40144954;AB;3,5;PRAKTEK RANCANGAN PELATIHAN;4;14;
17.E1.0040;PBK601A;40144955;B;3;TEORI KEPRIBADIAN;3;9;
17.E1.0040;PBK601B;40144956;AB;3,5;TEKNIK PENGEMBANGAN PRIBADI;4;14;
17.E1.0040;PBK602A;40144957;A;4;SEKSUALITAS MANUSIA;3;12;
17.E1.0040;PBK602B;40144958;A;4;PSIKOLOGI KESEHATAN REPRODUKSI;2;8;
17.E1.0040;PBK603A;40144959;C;2;PSIKOLOGI PERDAMAIAN;2;4;
17.E1.0040;PBK603B;40144960;AB;3,5;INTERVENSI TRAUMA;3;10,5;
17.E1.0040;PBK603C;40144961;A;4;TRANSFORMASI KONFLIK;3;12;
17.E1.0040;PBK701A;40144962;B;3;TEORI PEMBERDAYAAN MASYARAKAT;2;6;
17.E1.0040;PBK701B;40144963;A;4;PEMBERDAYAAN MASYARAKAT;3;12;
17.E1.0040;PBK702A;40144964;A;4;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;12;
17.E1.0040;PBK702B;40144965;AB;3,5;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;7;
17.E1.0040;PBK702C;40144966;AB;3,5;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;10,5;
17.E1.0040;PBK703;40124408;AB;3,5;SKRIPSI;5;17,5;
17.E1.0040;PBK711;40185271;A;4;ETNOPSIKOLOGI;2;8;
17.E1.0040;PBK714;40185274;A;4;PSIKOLOGI SEKOLAH;2;8;
17.E1.0040;UKS101;40032231;A;4;RELIGIOSITAS;2;8;
17.E1.0040;UKS102;40990172;A;4;PANCASILA;2;8;
17.E1.0040;UKS103;40990154;A;4;KEWARGANEGARAAN;2;8;
17.E1.0040;UKS410;40990183;A;4;KULIAH KERJA NYATA;2;8;
17.E1.0185;PBK101;40124380;B;3;ENGLISH FOR PSYCHOLOGY 1;2;6;
17.E1.0185;PBK102;40124381;B;3;PSIKOLOGI DASAR;4;12;
17.E1.0185;PBK103;40124382;A;4;PSIKOLOGI KESEHATAN;2;8;
17.E1.0185;PBK104A;40144934;B;3;PSIKOLOGI SOSIAL;3;9;
17.E1.0185;PBK105;40124384;B;3;PERKEMBANGAN MANUSIA;3;9;
17.E1.0185;PBK106;40124385;BC;2,5;BIOPSIKOLOGI;2;5;
17.E1.0185;PBK107;40124386;B;3;PSIKOLOGI KLINIS DASAR;2;6;
17.E1.0185;PBK201;40124387;B;3;ENGLISH FOR PSYCHOLOGY 2;2;6;
17.E1.0185;PBK202A;40144935;AB;3,5;TES PSIKOLOGI 1;3;10,5;
17.E1.0185;PBK202B;40144936;AB;3,5;TES PSIKOLOGI 2;3;10,5;
17.E1.0185;PBK203A;40144937;BC;2,5;PSIKOLOGI PENDIDIKAN;3;7,5;
17.E1.0185;PBK203B;40144938;A;4;PSIKOLOGI BELAJAR;2;8;
17.E1.0185;PBK204;40124390;AB;3,5;PENULISAN ILMIAH;2;7;
17.E1.0185;PBK205;40124391;AB;3,5;ETIKA PSIKOLOGI;2;7;
17.E1.0185;PBK206A;40155147;AB;3,5;ASESMEN;2;7;
17.E1.0185;PBK301;40124393;AB;3,5;EVALUASI PEMBELAJARAN;4;14;
17.E1.0185;PBK302;40124394;AB;3,5;DASAR KONSELING;4;14;
17.E1.0185;PBK303A;40144939;AB;3,5;TEORI MODIFIKASI PERILAKU;3;10,5;
17.E1.0185;PBK303B;40144940;B;3;MODIFIKASI PERILAKU TERAPAN;3;9;
17.E1.0185;PBK304A;40144941;AB;3,5;METODE PENGUMPULAN DATA KUANTITATIF;3;10,5;
17.E1.0185;PBK304B;40144942;B;3;METODE PENGUMPULAN DATA KUALITATIF;3;9;
17.E1.0185;PBK401A;40144943;A;4;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;12;
17.E1.0185;PBK401B;40144944;B;3;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;9;
17.E1.0185;PBK402A;40144945;BC;2,5;PSIKOLOGI ORANG SAKIT;2;5;
17.E1.0185;PBK402B;40144946;A;4;PENDAMPINGAN ORANG SAKIT;3;12;
17.E1.0185;PBK403A;40144947;B;3;METODOLOGI PENELITIAN KUANTITATIF;4;12;
17.E1.0185;PBK403B;40144948;B;3;STATISTIKA;4;12;
17.E1.0185;PBK404;40134504;C;2;METODOLOGI PENELITIAN KUALITATIF;2;4;
17.E1.0185;PBK501A;40144949;A;4;PSIKOLOGI ABNORMAL;3;12;
17.E1.0185;PBK501B;40144950;B;3;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;15;
17.E1.0185;PBK502A;40144951;A;4;PSIKOLOGI KELOMPOK;2;8;
17.E1.0185;PBK502B;40144952;AB;3,5;DINAMIKA KELOMPOK;4;14;
17.E1.0185;PBK503A;40144953;A;4;TEORI RANCANGAN PELATIHAN;2;8;
17.E1.0185;PBK503B;40144954;AB;3,5;PRAKTEK RANCANGAN PELATIHAN;4;14;
17.E1.0185;PBK601A;40144955;AB;3,5;TEORI KEPRIBADIAN;3;10,5;
17.E1.0185;PBK601B;40144956;B;3;TEKNIK PENGEMBANGAN PRIBADI;4;12;
17.E1.0185;PBK602A;40144957;AB;3,5;SEKSUALITAS MANUSIA;3;10,5;
17.E1.0185;PBK602B;40144958;B;3;PSIKOLOGI KESEHATAN REPRODUKSI;2;6;
17.E1.0185;PBK603A;40144959;CD;1,5;PSIKOLOGI PERDAMAIAN;2;3;
17.E1.0185;PBK603B;40144960;A;4;INTERVENSI TRAUMA;3;12;
17.E1.0185;PBK603C;40144961;B;3;TRANSFORMASI KONFLIK;3;9;
17.E1.0185;PBK701A;40144962;AB;3,5;TEORI PEMBERDAYAAN MASYARAKAT;2;7;
17.E1.0185;PBK701B;40144963;B;3;PEMBERDAYAAN MASYARAKAT;3;9;
17.E1.0185;PBK702A;40144964;B;3;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;9;
17.E1.0185;PBK702B;40144965;A;4;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;8;
17.E1.0185;PBK702C;40144966;B;3;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;9;
17.E1.0185;PBK703;40124408;AB;3,5;SKRIPSI;5;17,5;
17.E1.0185;PBK705;40185265;AB;3,5;ADIKSI DALAM TINJAUAN PSIKOLOGI;2;7;
17.E1.0185;PBK712;40185272;AB;3,5;PSIKOLOGI LINGKUNGAN;2;7;
17.E1.0185;UKS101;40032231;B;3;RELIGIOSITAS;2;6;
17.E1.0185;UKS102;40990172;B;3;PANCASILA;2;6;
17.E1.0185;UKS103;40990154;AB;3,5;KEWARGANEGARAAN;2;7;
17.E1.0185;UKS410;40990183;A;4;KULIAH KERJA NYATA;2;8;
17.E1.0109;PBK101;40124380;B;3;ENGLISH FOR PSYCHOLOGY 1;2;6;
17.E1.0109;PBK102;40124381;B;3;PSIKOLOGI DASAR;4;12;
17.E1.0109;PBK103;40124382;A;4;PSIKOLOGI KESEHATAN;2;8;
17.E1.0109;PBK104A;40144934;B;3;PSIKOLOGI SOSIAL;3;9;
17.E1.0109;PBK105;40124384;BC;2,5;PERKEMBANGAN MANUSIA;3;7,5;
17.E1.0109;PBK106;40124385;AB;3,5;BIOPSIKOLOGI;2;7;
17.E1.0109;PBK107;40124386;BC;2,5;PSIKOLOGI KLINIS DASAR;2;5;
17.E1.0109;PBK201;40124387;AB;3,5;ENGLISH FOR PSYCHOLOGY 2;2;7;
17.E1.0109;PBK202A;40144935;A;4;TES PSIKOLOGI 1;3;12;
17.E1.0109;PBK202B;40144936;B;3;TES PSIKOLOGI 2;3;9;
17.E1.0109;PBK203A;40144937;A;4;PSIKOLOGI PENDIDIKAN;3;12;
17.E1.0109;PBK203B;40144938;B;3;PSIKOLOGI BELAJAR;2;6;
17.E1.0109;PBK204;40124390;BC;2,5;PENULISAN ILMIAH;2;5;
17.E1.0109;PBK205;40124391;AB;3,5;ETIKA PSIKOLOGI;2;7;
17.E1.0109;PBK206A;40155147;B;3;ASESMEN;2;6;
17.E1.0109;PBK301;40124393;AB;3,5;EVALUASI PEMBELAJARAN;4;14;
17.E1.0109;PBK302;40124394;B;3;DASAR KONSELING;4;12;
17.E1.0109;PBK303A;40144939;AB;3,5;TEORI MODIFIKASI PERILAKU;3;10,5;
17.E1.0109;PBK303B;40144940;AB;3,5;MODIFIKASI PERILAKU TERAPAN;3;10,5;
17.E1.0109;PBK304A;40144941;A;4;METODE PENGUMPULAN DATA KUANTITATIF;3;12;
17.E1.0109;PBK304B;40144942;A;4;METODE PENGUMPULAN DATA KUALITATIF;3;12;
17.E1.0109;PBK401A;40144943;AB;3,5;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;10,5;
17.E1.0109;PBK401B;40144944;BC;2,5;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;7,5;
17.E1.0109;PBK402A;40144945;A;4;PSIKOLOGI ORANG SAKIT;2;8;
17.E1.0109;PBK402B;40144946;AB;3,5;PENDAMPINGAN ORANG SAKIT;3;10,5;
17.E1.0109;PBK403A;40144947;BC;2,5;METODOLOGI PENELITIAN KUANTITATIF;4;10;
17.E1.0109;PBK403B;40144948;CD;1,5;STATISTIKA;4;6;
17.E1.0109;PBK404;40134504;AB;3,5;METODOLOGI PENELITIAN KUALITATIF;2;7;
17.E1.0109;PBK501A;40144949;B;3;PSIKOLOGI ABNORMAL;3;9;
17.E1.0109;PBK501B;40144950;C;2;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;10;
17.E1.0109;PBK502A;40144951;B;3;PSIKOLOGI KELOMPOK;2;6;
17.E1.0109;PBK502B;40144952;A;4;DINAMIKA KELOMPOK;4;16;
17.E1.0109;PBK503A;40144953;BC;2,5;TEORI RANCANGAN PELATIHAN;2;5;
17.E1.0109;PBK503B;40144954;AB;3,5;PRAKTEK RANCANGAN PELATIHAN;4;14;
17.E1.0109;PBK601A;40144955;A;4;TEORI KEPRIBADIAN;3;12;
17.E1.0109;PBK601B;40144956;AB;3,5;TEKNIK PENGEMBANGAN PRIBADI;4;14;
17.E1.0109;PBK602A;40144957;B;3;SEKSUALITAS MANUSIA;3;9;
17.E1.0109;PBK602B;40144958;BC;2,5;PSIKOLOGI KESEHATAN REPRODUKSI;2;5;
17.E1.0109;PBK603A;40144959;B;3;PSIKOLOGI PERDAMAIAN;2;6;
17.E1.0109;PBK603B;40144960;B;3;INTERVENSI TRAUMA;3;9;
17.E1.0109;PBK603C;40144961;AB;3,5;TRANSFORMASI KONFLIK;3;10,5;
17.E1.0109;PBK701A;40144962;AB;3,5;TEORI PEMBERDAYAAN MASYARAKAT;2;7;
17.E1.0109;PBK701B;40144963;AB;3,5;PEMBERDAYAAN MASYARAKAT;3;10,5;
17.E1.0109;PBK702A;40144964;AB;3,5;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;10,5;
17.E1.0109;PBK702B;40144965;AB;3,5;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;7;
17.E1.0109;PBK702C;40144966;AB;3,5;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;10,5;
17.E1.0109;PBK703;40124408;AB;3,5;SKRIPSI;5;17,5;
17.E1.0109;PBK708;40185268;A;4;PSIKOLOGI KESEHATAN KERJA;2;8;
17.E1.0109;PBK714;40185274;AB;3,5;PSIKOLOGI SEKOLAH;2;7;
17.E1.0109;UKS101;40032231;A;4;RELIGIOSITAS;2;8;
17.E1.0109;UKS102;40990172;AB;3,5;PANCASILA;2;7;
17.E1.0109;UKS103;40990154;A;4;KEWARGANEGARAAN;2;8;
17.E1.0109;UKS410;40990183;A;4;KULIAH KERJA NYATA;2;8;
17.E1.0020;PBK101;40124380;BC;2,5;ENGLISH FOR PSYCHOLOGY 1;2;5;
17.E1.0020;PBK102;40124381;C;2;PSIKOLOGI DASAR;4;8;
17.E1.0020;PBK103;40124382;BC;2,5;PSIKOLOGI KESEHATAN;2;5;
17.E1.0020;PBK104A;40144934;B;3;PSIKOLOGI SOSIAL;3;9;
17.E1.0020;PBK105;40124384;C;2;PERKEMBANGAN MANUSIA;3;6;
17.E1.0020;PBK106;40124385;B;3;BIOPSIKOLOGI;2;6;
17.E1.0020;PBK107;40124386;BC;2,5;PSIKOLOGI KLINIS DASAR;2;5;
17.E1.0020;PBK201;40124387;B;3;ENGLISH FOR PSYCHOLOGY 2;2;6;
17.E1.0020;PBK202A;40144935;B;3;TES PSIKOLOGI 1;3;9;
17.E1.0020;PBK202B;40144936;BC;2,5;TES PSIKOLOGI 2;3;7,5;
17.E1.0020;PBK203A;40144937;D;1;PSIKOLOGI PENDIDIKAN;3;3;
17.E1.0020;PBK203B;40144938;B;3;PSIKOLOGI BELAJAR;2;6;
17.E1.0020;PBK204;40124390;B;3;PENULISAN ILMIAH;2;6;
17.E1.0020;PBK205;40124391;AB;3,5;ETIKA PSIKOLOGI;2;7;
17.E1.0020;PBK206A;40155147;AB;3,5;ASESMEN;2;7;
17.E1.0020;PBK301;40124393;AB;3,5;EVALUASI PEMBELAJARAN;4;14;
17.E1.0020;PBK302;40124394;BC;2,5;DASAR KONSELING;4;10;
17.E1.0020;PBK303A;40144939;B;3;TEORI MODIFIKASI PERILAKU;3;9;
17.E1.0020;PBK303B;40144940;B;3;MODIFIKASI PERILAKU TERAPAN;3;9;
17.E1.0020;PBK304A;40144941;B;3;METODE PENGUMPULAN DATA KUANTITATIF;3;9;
17.E1.0020;PBK304B;40144942;B;3;METODE PENGUMPULAN DATA KUALITATIF;3;9;
17.E1.0020;PBK401A;40144943;B;3;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;9;
17.E1.0020;PBK401B;40144944;AB;3,5;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;10,5;
17.E1.0020;PBK402A;40144945;AB;3,5;PSIKOLOGI ORANG SAKIT;2;7;
17.E1.0020;PBK402B;40144946;BC;2,5;PENDAMPINGAN ORANG SAKIT;3;7,5;
17.E1.0020;PBK403A;40144947;C;2;METODOLOGI PENELITIAN KUANTITATIF;4;8;
17.E1.0020;PBK403B;40144948;BC;2,5;STATISTIKA;4;10;
17.E1.0020;PBK404;40134504;A;4;METODOLOGI PENELITIAN KUALITATIF;2;8;
17.E1.0020;PBK501A;40144949;B;3;PSIKOLOGI ABNORMAL;3;9;
17.E1.0020;PBK501B;40144950;AB;3,5;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;17,5;
17.E1.0020;PBK502A;40144951;B;3;PSIKOLOGI KELOMPOK;2;6;
17.E1.0020;PBK502B;40144952;AB;3,5;DINAMIKA KELOMPOK;4;14;
17.E1.0020;PBK503A;40144953;AB;3,5;TEORI RANCANGAN PELATIHAN;2;7;
17.E1.0020;PBK503B;40144954;AB;3,5;PRAKTEK RANCANGAN PELATIHAN;4;14;
17.E1.0020;PBK601A;40144955;B;3;TEORI KEPRIBADIAN;3;9;
17.E1.0020;PBK601B;40144956;AB;3,5;TEKNIK PENGEMBANGAN PRIBADI;4;14;
17.E1.0020;PBK602A;40144957;AB;3,5;SEKSUALITAS MANUSIA;3;10,5;
17.E1.0020;PBK602B;40144958;AB;3,5;PSIKOLOGI KESEHATAN REPRODUKSI;2;7;
17.E1.0020;PBK603A;40144959;AB;3,5;PSIKOLOGI PERDAMAIAN;2;7;
17.E1.0020;PBK603B;40144960;BC;2,5;INTERVENSI TRAUMA;3;7,5;
17.E1.0020;PBK603C;40144961;AB;3,5;TRANSFORMASI KONFLIK;3;10,5;
17.E1.0020;PBK701A;40144962;B;3;TEORI PEMBERDAYAAN MASYARAKAT;2;6;
17.E1.0020;PBK701B;40144963;A;4;PEMBERDAYAAN MASYARAKAT;3;12;
17.E1.0020;PBK702A;40144964;AB;3,5;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;10,5;
17.E1.0020;PBK702B;40144965;A;4;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;8;
17.E1.0020;PBK702C;40144966;A;4;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;12;
17.E1.0020;PBK703;40124408;B;3;SKRIPSI;5;15;
17.E1.0020;PBK709;40185269;AB;3,5;PSIKOLOGI KESEHATAN KELUARGA;2;7;
17.E1.0020;PBK712;40185272;B;3;PSIKOLOGI LINGKUNGAN;2;6;
17.E1.0020;UKS101;40032231;A;4;RELIGIOSITAS;2;8;
